Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
FDR16,CHUKWUDI049,FDR16_CHUKWUDI049,5.845,Normal Fat,0.105181277,Frozen Foods,536.05,2006,Medium,Cluster 1,Supermarket Type1,13357.61
FDR19,CHUKWUDI013,FDR19_CHUKWUDI013,13.5,Normal Fat,0.159587755,Fruits and Vegetables,363.28,1994,High,Cluster 3,Supermarket Type1,1822.63
FDR19,CHUKWUDI017,FDR19_CHUKWUDI017,13.5,Normal Fat,0.160624116,Fruits and Vegetables,367.53,2014,,Cluster 2,Supermarket Type1,6925.98
FDR19,CHUKWUDI027,FDR19_CHUKWUDI027,,Normal Fat,0.158947217,Fruits and Vegetables,363.78,1992,Medium,Cluster 3,Supermarket Type3,14945.55
FDR19,CHUKWUDI045,FDR19_CHUKWUDI045,13.5,Normal Fat,0.160044589,Fruits and Vegetables,363.53,2009,,Cluster 2,Supermarket Type1,8748.61
FDR19,CHUKWUDI046,FDR19_CHUKWUDI046,13.5,Normal Fat,0.159720671,Fruits and Vegetables,369.03,2004,Small,Cluster 1,Supermarket Type1,10206.71
FDR19,CHUKWUDI049,FDR19_CHUKWUDI049,13.5,Normal Fat,0.159968994,Fruits and Vegetables,369.03,2006,Medium,Cluster 1,Supermarket Type1,4009.78
FDR20,CHUKWUDI010,FDR20_CHUKWUDI010,20,Normal Fat,0,Fruits and Vegetables,116.19,2005,,Cluster 3,Grocery Store,113.19
FDR21,CHUKWUDI010,FDR21_CHUKWUDI010,19.7,Low Fat,0.112036236,Snack Foods,437.34,2005,,Cluster 3,Grocery Store,2205.46
FDR21,CHUKWUDI017,FDR21_CHUKWUDI017,19.7,Low Fat,0.067314073,Snack Foods,437.84,2014,,Cluster 2,Supermarket Type1,7057.48
FDR21,CHUKWUDI027,FDR21_CHUKWUDI027,,Low Fat,0.066611321,Snack Foods,445.59,1992,Medium,Cluster 3,Supermarket Type3,9262.94
FDR21,CHUKWUDI035,FDR21_CHUKWUDI035,19.7,Low Fat,0.066922802,Snack Foods,437.09,2011,Small,Cluster 2,Supermarket Type1,7498.57
FDR21,CHUKWUDI046,FDR21_CHUKWUDI046,19.7,Low Fat,0.066935459,Snack Foods,443.84,2004,Small,Cluster 1,Supermarket Type1,7939.67
FDR21,CHUKWUDI049,FDR21_CHUKWUDI049,19.7,Low Fat,0.067039526,Snack Foods,445.84,2006,Medium,Cluster 1,Supermarket Type1,3528.74
FDR22,CHUKWUDI010,FDR22_CHUKWUDI010,19.35,Normal Fat,0.031069993,Snack Foods,280.14,2005,,Cluster 3,Grocery Store,559.27
FDR22,CHUKWUDI017,FDR22_CHUKWUDI017,19.35,Normal Fat,0.018667601,Snack Foods,282.39,2014,,Cluster 2,Supermarket Type1,7270.54
FDR22,CHUKWUDI018,FDR22_CHUKWUDI018,19.35,Normal Fat,0.01863822,Snack Foods,275.64,2016,Medium,Cluster 3,Supermarket Type2,4194.54
FDR22,CHUKWUDI046,FDR22_CHUKWUDI046,19.35,Normal Fat,0.018562604,Snack Foods,276.39,2004,Small,Cluster 1,Supermarket Type1,3914.9
FDR22,CHUKWUDI049,FDR22_CHUKWUDI049,19.35,Normal Fat,0.018591464,Snack Foods,282.39,2006,Medium,Cluster 1,Supermarket Type1,3355.63
FDR23,CHUKWUDI010,FDR23_CHUKWUDI010,15.85,Low Fat,0.13689554,Breads,441.09,2005,,Cluster 3,Grocery Store,1323.28
FDR23,CHUKWUDI017,FDR23_CHUKWUDI017,15.85,Low Fat,0,Breads,436.84,2014,,Cluster 2,Supermarket Type1,7057.48
FDR23,CHUKWUDI018,FDR23_CHUKWUDI018,15.85,Low Fat,0.082120687,Breads,443.59,2016,Medium,Cluster 3,Supermarket Type2,14114.96
FDR23,CHUKWUDI019,FDR23_CHUKWUDI019,,Low Fat,0.143199389,Breads,439.59,1992,Small,Cluster 1,Grocery Store,882.19
FDR23,CHUKWUDI027,FDR23_CHUKWUDI027,,Low Fat,0.08139146,Breads,444.59,1992,Medium,Cluster 3,Supermarket Type3,15879.33
FDR23,CHUKWUDI045,FDR23_CHUKWUDI045,15.85,Low Fat,0.081953387,Breads,440.59,2009,,Cluster 2,Supermarket Type1,6616.39
FDR23,CHUKWUDI049,FDR23_CHUKWUDI049,15.85,Low Fat,0.081914677,Breads,444.09,2006,Medium,Cluster 1,Supermarket Type1,8380.76
FDR24,CHUKWUDI013,FDR24_CHUKWUDI013,17.35,Normal Fat,0.062799379,Baking Goods,220.46,1994,High,Cluster 3,Supermarket Type1,1348.25
FDR25,CHUKWUDI017,FDR25_CHUKWUDI017,17,Normal Fat,0.140311123,Canned,664.22,2014,,Cluster 2,Supermarket Type1,6624.71
FDR26,CHUKWUDI017,FDR26_CHUKWUDI017,20.7,Low Fat,0.04307908,Dairy,444.51,2014,,Cluster 2,Supermarket Type1,3099.3
FDR26,CHUKWUDI018,FDR26_CHUKWUDI018,20.7,Low Fat,0.043011277,Dairy,443.01,2016,Medium,Cluster 3,Supermarket Type2,8412.38
FDR26,CHUKWUDI045,FDR26_CHUKWUDI045,20.7,Low Fat,0.042923652,Dairy,445.76,2009,,Cluster 2,Supermarket Type1,2656.54
FDR26,CHUKWUDI046,FDR26_CHUKWUDI046,20.7,Low Fat,0.042836778,Dairy,439.51,2004,Small,Cluster 1,Supermarket Type1,3984.81
FDR27,CHUKWUDI010,FDR27_CHUKWUDI010,15.1,Normal Fat,0.160852421,Meat,328.49,2005,,Cluster 3,Grocery Store,993.71
FDR27,CHUKWUDI013,FDR27_CHUKWUDI013,15.1,Normal Fat,0.096020459,Meat,334.49,1994,High,Cluster 3,Supermarket Type1,5962.24
FDR27,CHUKWUDI017,FDR27_CHUKWUDI017,15.1,Normal Fat,0.096644015,Meat,329.99,2014,,Cluster 2,Supermarket Type1,7618.42
FDR27,CHUKWUDI018,FDR27_CHUKWUDI018,15.1,Normal Fat,0.096491904,Meat,336.24,2016,Medium,Cluster 3,Supermarket Type2,4637.3
FDR27,CHUKWUDI045,FDR27_CHUKWUDI045,15.1,Normal Fat,0.096295326,Meat,333.74,2009,,Cluster 2,Supermarket Type1,3643.59
FDR27,CHUKWUDI049,FDR27_CHUKWUDI049,15.1,Normal Fat,0.096249842,Meat,336.24,2006,Medium,Cluster 1,Supermarket Type1,5299.77
FDR28,CHUKWUDI017,FDR28_CHUKWUDI017,13.85,Normal Fat,0.026042966,Frozen Foods,403.05,2014,,Cluster 2,Supermarket Type1,4485.83
FDR28,CHUKWUDI018,FDR28_CHUKWUDI018,13.85,Normal Fat,0.026001976,Frozen Foods,403.8,2016,Medium,Cluster 3,Supermarket Type2,4485.83
FDR28,CHUKWUDI035,FDR28_CHUKWUDI035,13.85,Normal Fat,0.025891588,Frozen Foods,412.8,2011,Small,Cluster 2,Supermarket Type1,7340.45
FDR28,CHUKWUDI046,FDR28_CHUKWUDI046,13.85,Normal Fat,0.025896485,Frozen Foods,412.55,2004,Small,Cluster 1,Supermarket Type1,10195.06
FDR28,CHUKWUDI049,FDR28_CHUKWUDI049,13.85,Normal Fat,0.025936747,Frozen Foods,412.3,2006,Medium,Cluster 1,Supermarket Type1,6524.84
FDR31,CHUKWUDI013,FDR31_CHUKWUDI013,6.46,Normal Fat,0.049121972,Fruits and Vegetables,361.53,1994,High,Cluster 3,Supermarket Type1,7290.51
FDR31,CHUKWUDI019,FDR31_CHUKWUDI019,,Normal Fat,0.086077865,Fruits and Vegetables,359.53,1992,Small,Cluster 1,Grocery Store,729.05
FDR31,CHUKWUDI027,FDR31_CHUKWUDI027,,Normal Fat,0.048924811,Fruits and Vegetables,368.53,1992,Medium,Cluster 3,Supermarket Type3,8019.56
FDR31,CHUKWUDI046,FDR31_CHUKWUDI046,6.46,Normal Fat,0.049162885,Fruits and Vegetables,367.28,2004,Small,Cluster 1,Supermarket Type1,4738.83
FDR31,CHUKWUDI049,FDR31_CHUKWUDI049,6.46,Normal Fat,0.04923932,Fruits and Vegetables,361.03,2006,Medium,Cluster 1,Supermarket Type1,10935.77
FDR32,CHUKWUDI019,FDR32_CHUKWUDI019,,Normal Fat,0.150238656,Fruits and Vegetables,573.42,1992,Small,Cluster 1,Grocery Store,570.92
FDR32,CHUKWUDI027,FDR32_CHUKWUDI027,,Normal Fat,0.085392428,Fruits and Vegetables,566.92,1992,Medium,Cluster 3,Supermarket Type3,15414.93
FDR32,CHUKWUDI045,FDR32_CHUKWUDI045,6.78,Normal Fat,0.085981978,Fruits and Vegetables,571.17,2009,,Cluster 2,Supermarket Type1,13702.16
FDR32,CHUKWUDI049,FDR32_CHUKWUDI049,6.78,Normal Fat,0,Fruits and Vegetables,568.92,2006,Medium,Cluster 1,Supermarket Type1,9134.78
FDR33,CHUKWUDI046,FDR33_CHUKWUDI046,7.31,Low Fat,0.026788937,Snack Foods,275.89,2004,Small,Cluster 1,Supermarket Type1,7964.63
FDR33,CHUKWUDI049,FDR33_CHUKWUDI049,7.31,Low Fat,0.026830586,Snack Foods,270.14,2006,Medium,Cluster 1,Supermarket Type1,5218.21
FDR34,CHUKWUDI017,FDR34_CHUKWUDI017,17,Normal Fat,0.016055615,Snack Foods,571.09,2014,,Cluster 2,Supermarket Type1,20613.17
FDR34,CHUKWUDI045,FDR34_CHUKWUDI045,17,Normal Fat,0.015997687,Snack Foods,572.84,2009,,Cluster 2,Supermarket Type1,11451.76
FDR35,CHUKWUDI018,FDR35_CHUKWUDI018,12.5,Low Fat,0.020782036,Breads,495.94,2016,Medium,Cluster 3,Supermarket Type2,6469.91
FDR35,CHUKWUDI027,FDR35_CHUKWUDI027,,Low Fat,0.020597493,Breads,500.19,1992,Medium,Cluster 3,Supermarket Type3,22395.85
FDR35,CHUKWUDI035,FDR35_CHUKWUDI035,12.5,Low Fat,0.020693809,Breads,497.94,2011,Small,Cluster 2,Supermarket Type1,10949.08
FDR35,CHUKWUDI045,FDR35_CHUKWUDI045,12.5,Low Fat,0.020739698,Breads,497.44,2009,,Cluster 2,Supermarket Type1,2488.43
FDR35,CHUKWUDI049,FDR35_CHUKWUDI049,12.5,Low Fat,0.020729902,Breads,493.19,2006,Medium,Cluster 1,Supermarket Type1,9456.02
FDR36,CHUKWUDI010,FDR36_CHUKWUDI010,6.715,Normal Fat,0.203510667,Baking Goods,102.61,2005,,Cluster 3,Grocery Store,629.18
FDR36,CHUKWUDI013,FDR36_CHUKWUDI013,6.715,Normal Fat,0.121485195,Baking Goods,100.61,1994,High,Cluster 3,Supermarket Type1,1468.09
FDR37,CHUKWUDI027,FDR37_CHUKWUDI027,,Normal Fat,0.065928735,Breakfast,457.57,1992,Medium,Cluster 3,Supermarket Type3,20523.29
FDR37,CHUKWUDI035,FDR37_CHUKWUDI035,16.5,Normal Fat,0.066237024,Breakfast,457.82,2011,Small,Cluster 2,Supermarket Type1,15962.56
FDR37,CHUKWUDI045,FDR37_CHUKWUDI045,16.5,Normal Fat,0.066383907,Breakfast,451.07,2009,,Cluster 2,Supermarket Type1,5472.88
FDR37,CHUKWUDI046,FDR37_CHUKWUDI046,16.5,Normal Fat,0.066249551,Breakfast,458.32,2004,Small,Cluster 1,Supermarket Type1,5016.8
FDR37,CHUKWUDI049,FDR37_CHUKWUDI049,16.5,Normal Fat,0.066352552,Breakfast,453.07,2006,Medium,Cluster 1,Supermarket Type1,10489.68
FDR39,CHUKWUDI017,FDR39_CHUKWUDI017,20.35,Low Fat,0.084273286,Meat,454.32,2014,,Cluster 2,Supermarket Type1,10033.61
FDR39,CHUKWUDI046,FDR39_CHUKWUDI046,20.35,Low Fat,0.083799283,Meat,460.32,2004,Small,Cluster 1,Supermarket Type1,5472.88
FDR39,CHUKWUDI049,FDR39_CHUKWUDI049,20.35,Ultra Low fat,0.083929569,Meat,456.07,2006,Medium,Cluster 1,Supermarket Type1,12313.97
FDR40,CHUKWUDI013,FDR40_CHUKWUDI013,9.1,Normal Fat,0.008027701,Frozen Foods,202.9,1994,High,Cluster 3,Supermarket Type1,5639.33
FDR43,CHUKWUDI010,FDR43_CHUKWUDI010,18.2,Low Fat,0.270300331,Fruits and Vegetables,95.8,2005,,Cluster 3,Grocery Store,274.64
FDR43,CHUKWUDI013,FDR43_CHUKWUDI013,18.2,Low Fat,0.161355122,Fruits and Vegetables,95.8,1994,High,Cluster 3,Supermarket Type1,1464.76
FDR44,CHUKWUDI010,FDR44_CHUKWUDI010,6.11,Normal Fat,0,Fruits and Vegetables,328.24,2005,,Cluster 3,Grocery Store,652.48
FDR44,CHUKWUDI017,FDR44_CHUKWUDI017,6.11,Normal Fat,0.103503049,Fruits and Vegetables,324.24,2014,,Cluster 2,Supermarket Type1,2936.18
FDR44,CHUKWUDI018,FDR44_CHUKWUDI018,6.11,Normal Fat,0.103340142,Fruits and Vegetables,328.24,2016,Medium,Cluster 3,Supermarket Type2,2283.69
FDR44,CHUKWUDI035,FDR44_CHUKWUDI035,6.11,Normal Fat,0.102901425,Fruits and Vegetables,321.24,2011,Small,Cluster 2,Supermarket Type1,3588.66
FDR44,CHUKWUDI045,FDR44_CHUKWUDI045,6.11,Normal Fat,0.103129612,Fruits and Vegetables,323.99,2009,,Cluster 2,Supermarket Type1,5872.36
FDR44,CHUKWUDI046,FDR44_CHUKWUDI046,6.11,Normal Fat,0.102920886,Fruits and Vegetables,326.24,2004,Small,Cluster 1,Supermarket Type1,8808.53
FDR44,CHUKWUDI049,FDR44_CHUKWUDI049,6.11,Normal Fat,0.103080901,Fruits and Vegetables,328.24,2006,Medium,Cluster 1,Supermarket Type1,4893.63
FDR45,CHUKWUDI017,FDR45_CHUKWUDI017,10.8,Low Fat,0.029107004,Snack Foods,601.31,2014,,Cluster 2,Supermarket Type1,11353.55
FDR45,CHUKWUDI027,FDR45_CHUKWUDI027,,Low Fat,0,Snack Foods,601.56,1992,Medium,Cluster 3,Supermarket Type3,10756
FDR45,CHUKWUDI045,FDR45_CHUKWUDI045,10.8,Low Fat,0.029001987,Snack Foods,596.56,2009,,Cluster 2,Supermarket Type1,21512
FDR46,CHUKWUDI010,FDR46_CHUKWUDI010,16.85,Low Fat,0.233356571,Snack Foods,366.44,2005,,Cluster 3,Grocery Store,1098.57
FDR46,CHUKWUDI013,FDR46_CHUKWUDI013,16.85,Low Fat,0.139301634,Snack Foods,362.44,1994,High,Cluster 3,Supermarket Type1,6957.61
FDR46,CHUKWUDI017,FDR46_CHUKWUDI017,16.85,Low Fat,0,Snack Foods,365.19,2014,,Cluster 2,Supermarket Type1,6591.42
FDR46,CHUKWUDI018,FDR46_CHUKWUDI018,16.85,Low Fat,0.139985583,Snack Foods,363.19,2016,Medium,Cluster 3,Supermarket Type2,6225.23
FDR46,CHUKWUDI019,FDR46_CHUKWUDI019,,Low Fat,0.244102315,Snack Foods,370.19,1992,Small,Cluster 1,Grocery Store,366.19
FDR46,CHUKWUDI027,FDR46_CHUKWUDI027,,Low Fat,0.138742518,Snack Foods,368.69,1992,Medium,Cluster 3,Supermarket Type3,8422.37
FDR46,CHUKWUDI045,FDR46_CHUKWUDI045,16.85,Low Fat,0.139700397,Snack Foods,369.44,2009,,Cluster 2,Supermarket Type1,6225.23
FDR46,CHUKWUDI046,FDR46_CHUKWUDI046,16.85,Low Fat,0.139417654,Snack Foods,368.69,2004,Small,Cluster 1,Supermarket Type1,7323.8
FDR47,CHUKWUDI017,FDR47_CHUKWUDI017,17.85,Low Fat,0.087963415,Breads,483.45,2014,,Cluster 2,Supermarket Type1,10729.37
FDR47,CHUKWUDI018,FDR47_CHUKWUDI018,17.85,Low Fat,0.087824967,Breads,490.2,2016,Medium,Cluster 3,Supermarket Type2,4389.29
FDR47,CHUKWUDI027,FDR47_CHUKWUDI027,,Low Fat,0.087045086,Breads,491.95,1992,Medium,Cluster 3,Supermarket Type3,15606.35
FDR47,CHUKWUDI049,FDR47_CHUKWUDI049,17.85,Low Fat,0.087604647,Breads,492.45,2006,Medium,Cluster 1,Supermarket Type1,3901.59
FDR48,CHUKWUDI010,FDR48_CHUKWUDI010,11.65,Low Fat,0.220111117,Baking Goods,382.51,2005,,Cluster 3,Grocery Store,1138.52
FDR48,CHUKWUDI013,FDR48_CHUKWUDI013,11.65,Low Fat,0.131394793,Baking Goods,379.76,1994,High,Cluster 3,Supermarket Type1,4174.57
FDR48,CHUKWUDI017,FDR48_CHUKWUDI017,11.65,Low Fat,0.132248069,Baking Goods,376.26,2014,,Cluster 2,Supermarket Type1,7969.63
FDR48,CHUKWUDI018,FDR48_CHUKWUDI018,11.65,Low Fat,0,Baking Goods,374.51,2016,Medium,Cluster 3,Supermarket Type2,4554.07
FDR48,CHUKWUDI027,FDR48_CHUKWUDI027,,Low Fat,0.130867413,Baking Goods,377.01,1992,Medium,Cluster 3,Supermarket Type3,11005.67
FDR48,CHUKWUDI035,FDR48_CHUKWUDI035,11.65,Ultra Low fat,0,Baking Goods,381.51,2011,Small,Cluster 2,Supermarket Type1,759.01
FDR48,CHUKWUDI045,FDR48_CHUKWUDI045,11.65,Low Fat,0.131770922,Baking Goods,377.76,2009,,Cluster 2,Supermarket Type1,3795.06
FDR48,CHUKWUDI049,FDR48_CHUKWUDI049,11.65,Ultra Low fat,0.131708682,Baking Goods,380.76,2006,Medium,Cluster 1,Supermarket Type1,3795.06
FDR49,CHUKWUDI010,FDR49_CHUKWUDI010,8.71,Low Fat,0.233039817,Canned,123.84,2005,,Cluster 3,Grocery Store,239.69
FDR49,CHUKWUDI013,FDR49_CHUKWUDI013,8.71,Low Fat,0,Canned,116.34,1994,High,Cluster 3,Supermarket Type1,1438.13
FDR51,CHUKWUDI017,FDR51_CHUKWUDI017,9.035,Normal Fat,0.174450933,Meat,377.68,2014,,Cluster 2,Supermarket Type1,6771.19
FDR51,CHUKWUDI018,FDR51_CHUKWUDI018,9.035,Normal Fat,0.17417636,Meat,372.43,2016,Medium,Cluster 3,Supermarket Type2,5642.66
FDR51,CHUKWUDI027,FDR51_CHUKWUDI027,,Normal Fat,0.172629683,Meat,371.18,1992,Medium,Cluster 3,Supermarket Type3,9404.43
FDR51,CHUKWUDI045,FDR51_CHUKWUDI045,9.035,Normal Fat,0.173821519,Meat,378.68,2009,,Cluster 2,Supermarket Type1,6018.83
FDR52,CHUKWUDI017,FDR52_CHUKWUDI017,12.65,Normal Fat,0.076474728,Frozen Foods,479.71,2014,,Cluster 2,Supermarket Type1,2866.27
FDR52,CHUKWUDI018,FDR52_CHUKWUDI018,12.65,Normal Fat,0.076354362,Frozen Foods,480.46,2016,Medium,Cluster 3,Supermarket Type2,2866.27
FDR52,CHUKWUDI019,FDR52_CHUKWUDI019,,Normal Fat,0.133144259,Frozen Foods,477.21,1992,Small,Cluster 1,Grocery Store,477.71
FDR52,CHUKWUDI027,FDR52_CHUKWUDI027,,Normal Fat,0.075676339,Frozen Foods,476.21,1992,Medium,Cluster 3,Supermarket Type3,21974.73
FDR52,CHUKWUDI035,FDR52_CHUKWUDI035,12.65,Normal Fat,0.07603021,Frozen Foods,472.71,2011,Small,Cluster 2,Supermarket Type1,10031.94
FDR52,CHUKWUDI045,FDR52_CHUKWUDI045,12.65,Normal Fat,0.076198809,Frozen Foods,478.46,2009,,Cluster 2,Supermarket Type1,6687.96
FDR55,CHUKWUDI017,FDR55_CHUKWUDI017,12.15,Normal Fat,0.13283066,Fruits and Vegetables,476.72,2014,,Cluster 2,Supermarket Type1,5672.62
FDR55,CHUKWUDI018,FDR55_CHUKWUDI018,12.15,Normal Fat,0.132621594,Fruits and Vegetables,475.47,2016,Medium,Cluster 3,Supermarket Type2,9454.36
FDR55,CHUKWUDI027,FDR55_CHUKWUDI027,,Normal Fat,0.131443921,Fruits and Vegetables,472.97,1992,Medium,Cluster 3,Supermarket Type3,13236.1
FDR55,CHUKWUDI035,FDR55_CHUKWUDI035,12.15,Normal Fat,0.132058566,Fruits and Vegetables,468.97,2011,Small,Cluster 2,Supermarket Type1,10872.51
FDR55,CHUKWUDI045,FDR55_CHUKWUDI045,12.15,Normal Fat,0.132351411,Fruits and Vegetables,475.97,2009,,Cluster 2,Supermarket Type1,7090.77
FDR55,CHUKWUDI046,FDR55_CHUKWUDI046,12.15,Normal Fat,0.132083542,Fruits and Vegetables,473.97,2004,Small,Cluster 1,Supermarket Type1,8508.92
FDR56,CHUKWUDI017,FDR56_CHUKWUDI017,15.5,Normal Fat,0.101335811,Fruits and Vegetables,491.44,2014,,Cluster 2,Supermarket Type1,8375.76
FDR56,CHUKWUDI018,FDR56_CHUKWUDI018,15.5,Normal Fat,0.101176316,Fruits and Vegetables,497.44,2016,Medium,Cluster 3,Supermarket Type2,11824.61
FDR56,CHUKWUDI027,FDR56_CHUKWUDI027,,Normal Fat,0.100277876,Fruits and Vegetables,492.19,1992,Medium,Cluster 3,Supermarket Type3,17736.91
FDR56,CHUKWUDI049,FDR56_CHUKWUDI049,15.5,Normal Fat,0.100922503,Fruits and Vegetables,497.69,2006,Medium,Cluster 1,Supermarket Type1,6897.69
FDR57,CHUKWUDI035,FDR57_CHUKWUDI035,5.675,Normal Fat,0.023492524,Snack Foods,388.82,2011,Small,Cluster 2,Supermarket Type1,3535.4
FDR57,CHUKWUDI046,FDR57_CHUKWUDI046,5.675,Normal Fat,0.023496967,Snack Foods,390.32,2004,Small,Cluster 1,Supermarket Type1,7070.8
FDR58,CHUKWUDI013,FDR58_CHUKWUDI013,6.675,Low Fat,0.041886576,Snack Foods,230.37,1994,High,Cluster 3,Supermarket Type1,3007.75
FDR58,CHUKWUDI046,FDR58_CHUKWUDI046,6.675,Low Fat,0.041921462,Snack Foods,230.87,2004,Small,Cluster 1,Supermarket Type1,6015.5
FDR58,CHUKWUDI049,FDR58_CHUKWUDI049,6.675,Low Fat,0.041986639,Snack Foods,233.12,2006,Medium,Cluster 1,Supermarket Type1,3701.85
FDR59,CHUKWUDI017,FDR59_CHUKWUDI017,14.5,Normal Fat,0.064224789,Breads,656.9,2014,,Cluster 2,Supermarket Type1,17662.01
FDR59,CHUKWUDI045,FDR59_CHUKWUDI045,14.5,Normal Fat,0.063993068,Breads,651.15,2009,,Cluster 2,Supermarket Type1,13737.12
FDR60,CHUKWUDI013,FDR60_CHUKWUDI013,14.3,Low Fat,0.13030659,Baking Goods,189.33,1994,High,Cluster 3,Supermarket Type1,1544.66
FDS01,CHUKWUDI017,FDS01_CHUKWUDI017,11.6,Low Fat,0.017845372,Canned,447.67,2014,,Cluster 2,Supermarket Type1,14221.49
FDS01,CHUKWUDI018,FDS01_CHUKWUDI018,11.6,Low Fat,0.017817285,Canned,442.67,2016,Medium,Cluster 3,Supermarket Type2,3555.37
FDS01,CHUKWUDI019,FDS01_CHUKWUDI019,,Low Fat,0.031069203,Canned,449.17,1992,Small,Cluster 1,Grocery Store,444.42
FDS01,CHUKWUDI027,FDS01_CHUKWUDI027,,Low Fat,0.017659068,Canned,439.92,1992,Medium,Cluster 3,Supermarket Type3,14665.91
FDS01,CHUKWUDI045,FDS01_CHUKWUDI045,11.6,Low Fat,0.017780986,Canned,443.42,2009,,Cluster 2,Supermarket Type1,4444.22
FDS01,CHUKWUDI046,FDS01_CHUKWUDI046,11.6,Low Fat,0.017744999,Canned,444.92,2004,Small,Cluster 1,Supermarket Type1,3110.95
FDS01,CHUKWUDI049,FDS01_CHUKWUDI049,11.6,Low Fat,0,Canned,445.67,2006,Medium,Cluster 1,Supermarket Type1,4888.64
FDS02,CHUKWUDI017,FDS02_CHUKWUDI017,10.195,Normal Fat,0.146692433,Dairy,486.45,2014,,Cluster 2,Supermarket Type1,10241.67
FDS02,CHUKWUDI019,FDS02_CHUKWUDI019,,Normal Fat,0.255394896,Dairy,492.2,1992,Small,Cluster 1,Grocery Store,1950.79
FDS02,CHUKWUDI027,FDS02_CHUKWUDI027,,Normal Fat,0,Dairy,491.2,1992,Medium,Cluster 3,Supermarket Type3,14630.96
FDS02,CHUKWUDI049,FDS02_CHUKWUDI049,10.195,Normal Fat,0.146094132,Dairy,490.45,2006,Medium,Cluster 1,Supermarket Type1,7315.48
FDS03,CHUKWUDI010,FDS03_CHUKWUDI010,7.825,Low Fat,0.133281968,Meat,158.21,2005,,Cluster 3,Grocery Store,322.91
FDS04,CHUKWUDI010,FDS04_CHUKWUDI010,10.195,Normal Fat,0.245483691,Frozen Foods,354.71,2005,,Cluster 3,Grocery Store,702.42
FDS04,CHUKWUDI013,FDS04_CHUKWUDI013,10.195,Normal Fat,0.146540889,Frozen Foods,354.46,1994,High,Cluster 3,Supermarket Type1,4214.51
FDS04,CHUKWUDI017,FDS04_CHUKWUDI017,10.195,Normal Fat,0.147492524,Frozen Foods,353.96,2014,,Cluster 2,Supermarket Type1,4214.51
FDS04,CHUKWUDI018,FDS04_CHUKWUDI018,10.195,Normal Fat,0,Frozen Foods,348.96,2016,Medium,Cluster 3,Supermarket Type2,11238.7
FDS04,CHUKWUDI035,FDS04_CHUKWUDI035,10.195,Normal Fat,0.146635206,Frozen Foods,347.71,2011,Small,Cluster 2,Supermarket Type1,9131.45
FDS04,CHUKWUDI045,FDS04_CHUKWUDI045,10.195,Normal Fat,0.146960375,Frozen Foods,355.71,2009,,Cluster 2,Supermarket Type1,4214.51
FDS04,CHUKWUDI046,FDS04_CHUKWUDI046,10.195,Normal Fat,0.146662938,Frozen Foods,346.71,2004,Small,Cluster 1,Supermarket Type1,5970.56
FDS07,CHUKWUDI013,FDS07_CHUKWUDI013,12.35,Low Fat,0.099674817,Fruits and Vegetables,280.63,1994,High,Cluster 3,Supermarket Type1,3415.55
FDS07,CHUKWUDI017,FDS07_CHUKWUDI017,12.35,Low Fat,0.100322104,Fruits and Vegetables,284.38,2014,,Cluster 2,Supermarket Type1,5123.33
FDS07,CHUKWUDI018,FDS07_CHUKWUDI018,12.35,Low Fat,0.100164204,Fruits and Vegetables,284.13,2016,Medium,Cluster 3,Supermarket Type2,3984.81
FDS07,CHUKWUDI046,FDS07_CHUKWUDI046,12.35,Low Fat,0.099757833,Fruits and Vegetables,284.88,2004,Small,Cluster 1,Supermarket Type1,2277.04
FDS08,CHUKWUDI027,FDS08_CHUKWUDI027,,Low Fat,0.056685383,Fruits and Vegetables,446.09,1992,Medium,Cluster 3,Supermarket Type3,7939.67
FDS08,CHUKWUDI035,FDS08_CHUKWUDI035,5.735,Low Fat,0.05695045,Fruits and Vegetables,444.84,2011,Small,Cluster 2,Supermarket Type1,3969.83
FDS08,CHUKWUDI046,FDS08_CHUKWUDI046,5.735,Low Fat,0.05696122,Fruits and Vegetables,440.84,2004,Small,Cluster 1,Supermarket Type1,4410.93
FDS10,CHUKWUDI017,FDS10_CHUKWUDI017,19.2,Low Fat,0.035384612,Snack Foods,450.83,2014,,Cluster 2,Supermarket Type1,8570.51
FDS10,CHUKWUDI027,FDS10_CHUKWUDI027,,Low Fat,0.0350152,Snack Foods,455.08,1992,Medium,Cluster 3,Supermarket Type3,14885.62
FDS10,CHUKWUDI046,FDS10_CHUKWUDI046,19.2,Low Fat,0.035185588,Snack Foods,453.33,2004,Small,Cluster 1,Supermarket Type1,3608.64
FDS11,CHUKWUDI017,FDS11_CHUKWUDI017,7.05,Normal Fat,0.05587277,Breads,555.27,2014,,Cluster 2,Supermarket Type1,10066.9
FDS11,CHUKWUDI019,FDS11_CHUKWUDI019,,Normal Fat,0.097275777,Breads,559.77,1992,Small,Cluster 1,Grocery Store,559.27
FDS11,CHUKWUDI027,FDS11_CHUKWUDI027,,Normal Fat,0.055289464,Breads,556.27,1992,Medium,Cluster 3,Supermarket Type3,17896.7
